==================================================================
  EXPERIMENT CONFIGURATIONS  (12 experiments)
==================================================================
  Shared parameters:
    time_limit_s=60               NoRelHeurTime=0
    MIPGap=0.0                    

  Per-experiment parameters:
  Label             Solver                    weight_makespan  weight_delay  weight_movements  alpha  weight_topology  n_starts  seed
  scn_full_tight_P5_R10_seed5       milp_baseline_wC  maxTimeLim      746.55      70.50     215.50    20    45.08%      68.1
  scn_full_tight_P5_R10_seed5       topology_ms6_wC   topology (      603.75      55.50      87.50    40         -      60.0
  scn_full_tight_P5_R10_seed5       fas_on_topo_wC    optimal         600.35      55.50      93.50    36     0.00%       0.2
  scn_full_tight_P5_R10_seed5       safe_pipeline_wC  optimal         600.35      55.50      93.50    36         -       0.0
  scn_full_tight_P5_R20_seed5       milp_baseline     feasible s           -          -          -     -         -      60.1
  scn_full_tight_P5_R20_seed5       topology_ms6      topology (      965.90     164.00     949.50     0         -      64.4
  scn_full_tight_P5_R20_seed5       fas_on_topo       maxTimeLim     1010.15     176.50     952.50     4    45.56%      74.6
  scn_full_tight_P5_R20_seed5       safe_pipeline     topology (      965.90     164.00     949.50     0         -       0.0
  scn_full_tight_P5_R20_seed5       milp_baseline_wB  feasible s           -          -          -     -         -      60.1
  scn_full_tight_P5_R20_seed5       topology_ms6_wB   topology (     6010.50     128.50     587.00   120         -      63.7
  scn_full_tight_P5_R20_seed5       fas_on_topo_wB    optimal        5940.50     128.50     580.00   120     0.00%      62.5
  scn_full_tight_P5_R20_seed5       safe_pipeline_wB  optimal        5940.50     128.50     580.00   120         -       0.0
  scn_full_tight_P5_R20_seed5       milp_baseline_wC  feasible s           -          -          -     -         -      60.1
  scn_full_tight_P5_R20_seed5       topology_ms6_wC   topology (     1322.70     115.50     637.00   104         -      60.1
  scn_full_tight_P5_R20_seed5       fas_on_topo_wC    maxTimeLim     1304.70     115.50     637.00    86     6.13%      67.2
  scn_full_tight_P5_R20_seed5       safe_pipeline_wC  maxTimeLim     1304.70     115.50     637.00    86         -       0.0
  scn_hub_tight_P5_R10_seed5        milp_baseline     maxTimeLim      146.50      80.00     138.50     0    97.20%      80.8
  scn_hub_tight_P5_R10_seed5        topology_ms6      topology (      130.40      79.00     122.50     0         -      60.0
  scn_hub_tight_P5_R10_seed5        fas_on_topo       optimal         130.40      79.00     122.50     0     0.00%       0.1
  scn_hub_tight_P5_R10_seed5        safe_pipeline     topology (      130.40      79.00     122.50     0         -       0.0
  scn_hub_tight_P5_R10_seed5        milp_baseline_wB  maxTimeLim     1287.80      76.00     121.00    18    96.82%      66.7
  scn_hub_tight_P5_R10_seed5        topology_ms6_wB   topology (      915.30      58.50      85.50    18         -      60.0
  scn_hub_tight_P5_R10_seed5        fas_on_topo_wB    optimal         915.30      58.50      85.50    18     0.00%       0.0
  scn_hub_tight_P5_R10_seed5        safe_pipeline_wB  topology (      915.30      58.50      85.50    18         -       0.0
  scn_hub_tight_P5_R10_seed5        milp_baseline_wC  maxTimeLim      594.95      57.50     119.50     8    31.09%      66.2
  scn_hub_tight_P5_R10_seed5        topology_ms6_wC   topology (      579.75      55.50      87.50    16         -      60.0
  scn_hub_tight_P5_R10_seed5        fas_on_topo_wC    optimal         576.35      55.50      93.50    12     0.00%       0.1
  scn_hub_tight_P5_R10_seed5        safe_pipeline_wC  optimal         576.35      55.50      93.50    12         -       0.0
  scn_none_tight_P5_R10_seed5       milp_baseline     maxTimeLim       91.45      59.50      85.50     0    95.52%      67.6
  scn_none_tight_P5_R10_seed5       topology_ms6      topology (       91.35      58.50      85.50     0         -      60.0
  scn_none_tight_P5_R10_seed5       fas_on_topo       optimal          91.35      58.50      85.50     0     0.00%       0.0
  scn_none_tight_P5_R10_seed5       safe_pipeline     topology (       91.35      58.50      85.50     0         -       0.0
  scn_none_tight_P5_R10_seed5       milp_baseline_wB  maxTimeLim      915.50      60.50      85.50     0    95.52%      69.5
  scn_none_tight_P5_R10_seed5       topology_ms6_wB   topology (      913.50      58.50      85.50     0         -      60.0
  scn_none_tight_P5_R10_seed5       fas_on_topo_wB    optimal         913.50      58.50      85.50     0     0.00%       0.0
  scn_none_tight_P5_R10_seed5       safe_pipeline_wB  topology (      913.50      58.50      85.50     0         -       0.0
  scn_none_tight_P5_R10_seed5       milp_baseline_wC  optimal         563.55      55.50      85.50     0     0.00%      24.6
  scn_none_tight_P5_R10_seed5       topology_ms6_wC   topology (      563.55      55.50      85.50     0         -      60.0
  scn_none_tight_P5_R10_seed5       fas_on_topo_wC    optimal         563.55      55.50      85.50     0     0.00%       0.0
  scn_none_tight_P5_R10_seed5       safe_pipeline_wC  topology (      563.55      55.50      85.50     0         -       0.0
  scn_triangle_loose_P5_R10_seed5   milp_baseline     maxTimeLim        7.90      59.00       2.00     0    48.10%      67.6
  scn_triangle_loose_P5_R10_seed5   topology_ms6      topology (       16.50      75.00       9.00     0         -      60.0
  scn_triangle_loose_P5_R10_seed5   fas_on_topo       optimal          16.50      75.00       9.00     0     0.00%       0.1
  scn_triangle_loose_P5_R10_seed5   safe_pipeline     topology (       16.50      75.00       9.00     0         -       0.0
  scn_triangle_loose_P5_R10_seed5   milp_baseline_wB  maxTimeLim       60.90      59.50       0.00    14    32.68%      69.2
  scn_triangle_loose_P5_R10_seed5   topology_ms6_wB   topology (       61.10      59.50       0.00    16         -      60.0
  scn_triangle_loose_P5_R10_seed5   fas_on_topo_wB    optimal          60.30      59.50       0.00     8     0.00%       0.0
  scn_triangle_loose_P5_R10_seed5   safe_pipeline_wB  optimal          60.30      59.50       0.00     8         -       0.0
  scn_triangle_loose_P5_R10_seed5   milp_baseline_wC  maxTimeLim      564.90      55.50      19.00     8    27.42%      65.4
  scn_triangle_loose_P5_R10_seed5   topology_ms6_wC   topology (      567.55      55.50       5.50    12         -      60.0
  scn_triangle_loose_P5_R10_seed5   fas_on_topo_wC    optimal         567.35      55.50       3.50    12     0.00%       0.0
  scn_triangle_loose_P5_R10_seed5   safe_pipeline_wC  optimal         567.35      55.50       3.50    12         -       0.0
  scn_triangle_medium_P5_R10_seed5  milp_baseline     maxTimeLim      107.95      84.50      99.50     0    96.20%      66.0
  scn_triangle_medium_P5_R10_seed5  topology_ms6      topology (       59.65      61.50      53.50     0         -      60.0
  scn_triangle_medium_P5_R10_seed5  fas_on_topo       optimal          59.65      61.50      53.50     0     0.00%       0.0
  scn_triangle_medium_P5_R10_seed5  safe_pipeline     topology (       59.65      61.50      53.50     0         -       0.0
  scn_triangle_medium_P5_R10_seed5  milp_baseline_wB  maxTimeLim      555.90      64.50      49.00    14    92.62%      68.3
  scn_triangle_medium_P5_R10_seed5  topology_ms6_wB   topology (      474.70      58.50      41.50    12         -      60.0
  scn_triangle_medium_P5_R10_seed5  fas_on_topo_wB    optimal         474.70      58.50      41.50    12     0.00%       0.0
  scn_triangle_medium_P5_R10_seed5  safe_pipeline_wB  topology (      474.70      58.50      41.50    12         -       0.0
  scn_triangle_medium_P5_R10_seed5  milp_baseline_wC  maxTimeLim      568.95      55.50      59.50     8    27.94%      65.5
  scn_triangle_medium_P5_R10_seed5  topology_ms6_wC   topology (      571.15      55.50      41.50    12         -      60.0
  scn_triangle_medium_P5_R10_seed5  fas_on_topo_wC    optimal         571.15      55.50      41.50    12     0.00%       0.0
  scn_triangle_medium_P5_R10_seed5  safe_pipeline_wC  topology (      571.15      55.50      41.50    12         -       0.0
  scn_triangle_tight_P5_R10_seed5   milp_baseline     maxTimeLim      139.00      90.00     130.00     0    97.05%      66.0
  scn_triangle_tight_P5_R10_seed5   topology_ms6      topology (      114.25      67.50     107.50     0         -      60.0
  scn_triangle_tight_P5_R10_seed5   fas_on_topo       optimal         114.25      67.50     107.50     0     0.00%       0.1
  scn_triangle_tight_P5_R10_seed5   safe_pipeline     topology (      114.25      67.50     107.50     0         -       0.0
  scn_triangle_tight_P5_R10_seed5   milp_baseline_wB  maxTimeLim     1141.50      84.50     105.50    20    96.41%      68.6
  scn_triangle_tight_P5_R10_seed5   topology_ms6_wB   topology (      914.70      58.50      85.50    12         -      60.0
  scn_triangle_tight_P5_R10_seed5   fas_on_topo_wB    optimal         914.70      58.50      85.50    12     0.00%       0.0
  scn_triangle_tight_P5_R10_seed5   safe_pipeline_wB  topology (      914.70      58.50      85.50    12         -       0.0
  scn_triangle_tight_P5_R10_seed5   milp_baseline_wC  maxTimeLim      575.35      56.50     103.50     0    28.74%      66.0
  scn_triangle_tight_P5_R10_seed5   topology_ms6_wC   topology (      575.55      55.50      85.50    12         -      60.0
  scn_triangle_tight_P5_R10_seed5   fas_on_topo_wC    optimal         575.55      55.50      85.50    12     0.00%       0.0
  scn_triangle_tight_P5_R10_seed5   safe_pipeline_wC  topology (      575.55      55.50      85.50    12         -       0.0
  scn_triangle_tight_P5_R20_seed5   milp_baseline     feasible s           -          -          -     -         -      60.1
  scn_triangle_tight_P5_R20_seed5   topology_ms6      topology (      660.80     133.00     647.50     0         -      64.9
  scn_triangle_tight_P5_R20_seed5   fas_on_topo       optimal         652.80     133.00     639.50     0     0.00%      12.5
  scn_triangle_tight_P5_R20_seed5   safe_pipeline     optimal         652.80     133.00     639.50     0         -       0.0
  scn_triangle_tight_P5_R20_seed5   milp_baseline_wB  feasible s           -          -          -     -         -      60.1
  scn_triangle_tight_P5_R20_seed5   topology_ms6_wB   topology (     6001.40     123.00     587.50    34         -      60.1
  scn_triangle_tight_P5_R20_seed5   fas_on_topo_wB    optimal        5911.40     123.00     578.50    34     0.00%      19.3
  scn_triangle_tight_P5_R20_seed5   safe_pipeline_wB  optimal        5911.40     123.00     578.50    34         -       0.0
  scn_triangle_tight_P5_R20_seed5   milp_baseline_wC  feasible s           -          -          -     -         -      60.0
  scn_triangle_tight_P5_R20_seed5   topology_ms6_wC   topology (     1243.30     115.50     643.00    24         -      67.6
  scn_triangle_tight_P5_R20_seed5   fas_on_topo_wC    optimal        1237.70     115.50     587.00    24     0.00%      10.8
  scn_triangle_tight_P5_R20_seed5   safe_pipeline_wC  optimal        1237.70     115.50     587.00    24         -       0.0
  scn_triangle_tight_P5_R30_seed5   milp_baseline     feasible s           -          -          -     -         -      60.0
  scn_triangle_tight_P5_R30_seed5   topology_ms6      topology (     2145.15     226.50    2102.50     2         -      60.3
  scn_triangle_tight_P5_R30_seed5   fas_on_topo       maxTimeLim     2258.20     227.00    2195.50     4    20.89%      60.5
  scn_triangle_tight_P5_R30_seed5   safe_pipeline     topology (     2145.15     226.50    2102.50     2         -       0.0
  scn_triangle_tight_P5_R30_seed5   milp_baseline_wB  feasible s           -          -          -     -         -      60.1
  scn_triangle_tight_P5_R30_seed5   topology_ms6_wB   topology (    19950.70     214.50    1973.00    62         -      60.6
  scn_triangle_tight_P5_R30_seed5   fas_on_topo_wB    maxTimeLim    20549.90     224.50    2032.00    54    25.14%      60.7
  scn_triangle_tight_P5_R30_seed5   safe_pipeline_wB  topology (    19950.70     214.50    1973.00    62         -       0.0
  scn_triangle_tight_P5_R30_seed5   milp_baseline_wC  feasible s           -          -          -     -         -      60.1
  scn_triangle_tight_P5_R30_seed5   topology_ms6_wC   topology (     2345.75     209.50    2067.50    44         -      61.1
  scn_triangle_tight_P5_R30_seed5   fas_on_topo_wC    maxTimeLim     2353.65     209.50    2066.50    52    19.54%      61.1
  scn_triangle_tight_P5_R30_seed5   safe_pipeline_wC  topology (     2345.75     209.50    2067.50    44         -       0.0
  scn_triangle_tight_P5_R5_seed5    milp_baseline     optimal           3.20      32.00       0.00     0     0.00%       7.1
  scn_triangle_tight_P5_R5_seed5    topology_ms6      topology (        4.20      32.00       1.00     0         -      60.1
  scn_triangle_tight_P5_R5_seed5    fas_on_topo       optimal           4.20      32.00       1.00     0     0.00%       0.5
  scn_triangle_tight_P5_R5_seed5    safe_pipeline     topology (        4.20      32.00       1.00     0         -       0.0
  scn_triangle_tight_P5_R5_seed5    milp_baseline_wB  optimal          32.00      32.00       0.00     0     0.00%       6.5
  scn_triangle_tight_P5_R5_seed5    topology_ms6_wB   topology (       32.20      32.00       0.00     2         -      60.1
  scn_triangle_tight_P5_R5_seed5    fas_on_topo_wB    optimal          32.00      32.00       0.00     0     0.00%       0.6
  scn_triangle_tight_P5_R5_seed5    safe_pipeline_wB  optimal          32.00      32.00       0.00     0         -       0.0
  scn_triangle_tight_P5_R5_seed5    milp_baseline_wC  optimal         320.00      32.00       0.00     0     0.00%       5.8
  scn_triangle_tight_P5_R5_seed5    topology_ms6_wC   topology (      322.00      32.00       0.00     2         -      60.1
  scn_triangle_tight_P5_R5_seed5    fas_on_topo_wC    optimal         320.00      32.00       0.00     0     0.00%       0.2
  scn_triangle_tight_P5_R5_seed5    safe_pipeline_wC  optimal         320.00      32.00       0.00     0         -       0.0
  scn_two_rows_tight_P5_R10_seed5   milp_baseline     maxTimeLim      128.75      87.50     120.00     0    96.82%      86.1
  scn_two_rows_tight_P5_R10_seed5   topology_ms6      topology (       97.65      61.50      91.50     0         -      60.1
  scn_two_rows_tight_P5_R10_seed5   fas_on_topo       optimal          97.65      61.50      91.50     0     0.00%       0.4
  scn_two_rows_tight_P5_R10_seed5   safe_pipeline     topology (       97.65      61.50      91.50     0         -       0.0
  scn_two_rows_tight_P5_R10_seed5   milp_baseline_wB  maxTimeLim     1078.20      67.00     101.00    12    96.20%      84.4
  scn_two_rows_tight_P5_R10_seed5   topology_ms6_wB   topology (      914.30      58.50      85.50     8         -      60.2
  scn_two_rows_tight_P5_R10_seed5   fas_on_topo_wB    optimal         914.30      58.50      85.50     8     0.00%       0.3
  scn_two_rows_tight_P5_R10_seed5   safe_pipeline_wB  topology (      914.30      58.50      85.50     8         -       0.0
  scn_two_rows_tight_P5_R10_seed5   milp_baseline_wC  maxTimeLim      572.05      55.50      90.50     8    28.33%      86.7
  scn_two_rows_tight_P5_R10_seed5   topology_ms6_wC   topology (      571.55      55.50      85.50     8         -      60.3
  scn_two_rows_tight_P5_R10_seed5   fas_on_topo_wC    optimal         571.55      55.50      85.50     8     0.00%       0.7
  scn_two_rows_tight_P5_R10_seed5   safe_pipeline_wC  topology (      571.55      55.50      85.50     8         -       0.0
==================================================================
