==================================================================
  EXPERIMENT CONFIGURATIONS  (12 experiments)
==================================================================
  Shared parameters:
    time_limit_s=60               NoRelHeurTime=0
    MIPGap=0.0                    

  Per-experiment parameters:
  Label             Solver                    weight_makespan  weight_delay  weight_movements  alpha  weight_topology  n_starts  seed
  -----------------------------------------------------------------------------------------------------------------------------------
  milp_baseline     MILPSolver                0.1              1             10                —      —                —         —   
  topology_ms6      TopologyHeuristic         0.1              1             10                0.3    1                6         1   
  fas_on_topo       FixedAssignmentScheduler  0.1              1             10                —      —                —         —   
  safe_pipeline     FixedAssignmentScheduler  0.1              1             10                —      —                —         —   
  milp_baseline_wB  MILPSolver                1                10            0.1               —      —                —         —   
  topology_ms6_wB   TopologyHeuristic         1                10            0.1               0.3    1                6         1   
  fas_on_topo_wB    FixedAssignmentScheduler  1                10            0.1               —      —                —         —   
  safe_pipeline_wB  FixedAssignmentScheduler  1                10            0.1               —      —                —         —   
  milp_baseline_wC  MILPSolver                10               0.1           1                 —      —                —         —   
  topology_ms6_wC   TopologyHeuristic         10               0.1           1                 0.3    1                6         1   
  fas_on_topo_wC    FixedAssignmentScheduler  10               0.1           1                 —      —                —         —   
  safe_pipeline_wC  FixedAssignmentScheduler  10               0.1           1                 —      —                —         —   
==================================================================



==================================================================
  SUMMARY  —  144 ok  /  0 failed  /  144 total
==================================================================
  Instance                          Experiment        Status             Obj   Makespan      Delay   Mov       Gap   Time(s)
  --------------------------------------------------------------------------------------------------------------------------
  scn_chain_tight_P5_R10_seed8      milp_baseline     maxTimeLim      205.05      95.50     195.50     0    98.10%      65.9
  scn_chain_tight_P5_R10_seed8      topology_ms6      topology (      171.35      88.50     142.50     2         -      60.0
  scn_chain_tight_P5_R10_seed8      fas_on_topo       optimal         171.35      88.50     142.50     2     0.00%       0.1
  scn_chain_tight_P5_R10_seed8      safe_pipeline     topology (      171.35      88.50     142.50     2         -       0.0
  scn_chain_tight_P5_R10_seed8      milp_baseline_wB  maxTimeLim     1243.70      66.50     117.50    22    96.86%      67.7
  scn_chain_tight_P5_R10_seed8      topology_ms6_wB   topology (     1066.10      59.50     100.50    16         -      60.0
  scn_chain_tight_P5_R10_seed8      fas_on_topo_wB    optimal        1066.10      59.50     100.50    16     0.00%       0.0
  scn_chain_tight_P5_R10_seed8      safe_pipeline_wB  topology (     1066.10      59.50     100.50    16         -       0.0
  scn_chain_tight_P5_R10_seed8      milp_baseline_wC  maxTimeLim      692.65      67.50     176.50     0    43.69%      71.2
  scn_chain_tight_P5_R10_seed8      topology_ms6_wC   topology (      621.05      59.50     100.50    16         -      60.0
  scn_chain_tight_P5_R10_seed8      fas_on_topo_wC    optimal         617.15      59.50     101.50    12     0.00%       0.0
  scn_chain_tight_P5_R10_seed8      safe_pipeline_wC  optimal         617.15      59.50     101.50    12         -       0.0
  scn_full_tight_P5_R10_seed8       milp_baseline     maxTimeLim      291.10     101.00     281.00     0    98.66%      67.9
  scn_full_tight_P5_R10_seed8       topology_ms6      topology (      164.50      95.00     155.00     0         -      60.0
  scn_full_tight_P5_R10_seed8       fas_on_topo       optimal         164.50      95.00     155.00     0     0.00%       0.1
  scn_full_tight_P5_R10_seed8       safe_pipeline     topology (      164.50      95.00     155.00     0         -       0.0
  scn_full_tight_P5_R10_seed8       milp_baseline_wB  maxTimeLim     1554.60      90.00     146.00    46    97.49%      71.4
  scn_full_tight_P5_R10_seed8       topology_ms6_wB   topology (     1068.50      59.50     100.50    40         -      60.0
  scn_full_tight_P5_R10_seed8       fas_on_topo_wB    optimal        1068.50      59.50     100.50    40     0.00%       0.1
  scn_full_tight_P5_R10_seed8       safe_pipeline_wB  topology (     1068.50      59.50     100.50    40         -       0.0
