==================================================================
  EXPERIMENT CONFIGURATIONS  (3 experiments)
  Code state (git): 8306117
  Instance order  : by seed, then config (seed1 of all types first)
==================================================================
  Shared parameters:
    time_limit_s=60               NoRelHeurTime=0
    MIPGap=0.0                    seed=1

  Per-experiment parameters:
  Label       Solver                      weight_makespan  weight_delay  weight_movements
  ---------------------------------------------------------------------------------------
  igvnd_wMK   IteratedGreedyVNDJobSolver  100              1             1               
  igvnd_wDLY  IteratedGreedyVNDJobSolver  1                100           1               
  igvnd_wMOV  IteratedGreedyVNDJobSolver  1                1             100             
==================================================================


==================================================================
  HEURISTIC vs MILP  —  relative gap per instance type
  gap = (MILP_obj - heuristic_obj) / MILP_obj
  gap > 0  =>  heuristic BETTER (lower objective);  < 0  => worse
  heuristic: igvnd_wMK / igvnd_wDLY / igvnd_wMOV   (MILP rows from cache)
==================================================================
  -- Relative objective gap, by weight profile --
  [wMK  (100/1/1  makespan-priority)]
  scn_hub_loose_P5_R20_seed1         igvnd_wMOV  heuristic_      538.00     144.00     394.00     0         -      60.0
  scn_hub_loose_P5_R30_seed1         igvnd_wMK   heuristic_    25203.00     235.50    1591.00    62         -      60.1
  scn_hub_loose_P5_R30_seed1         igvnd_wDLY  heuristic_   151746.00     242.00    1514.50    54         -      60.2
  scn_hub_loose_P5_R30_seed1         igvnd_wMOV  heuristic_     1811.00     253.00    1558.00     0         -      60.1
  scn_hub_loose_P5_R5_seed1          igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed1          igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed1          igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wMK   heuristic_     6120.00      60.50      70.00     0         -      60.1
  scn_hub_medium_P5_R10_seed1        igvnd_wDLY  heuristic_     6668.50      62.50      66.00     6         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wMOV  heuristic_      130.50      60.50      70.00     0         -      60.0
  scn_hub_medium_P5_R20_seed1        igvnd_wMK   heuristic_    13194.50     125.50     644.50     0         -      60.0
  scn_hub_medium_P5_R20_seed1        igvnd_wDLY  heuristic_    52919.00     133.00     527.50    36         -      60.0
  scn_hub_medium_P5_R20_seed1        igvnd_wMOV  heuristic_      701.00     129.50     571.50     0         -      60.1
  scn_hub_medium_P5_R30_seed1        igvnd_wMK   heuristic_    25580.50     232.00    2324.50    56         -      60.1
  scn_hub_medium_P5_R30_seed1        igvnd_wDLY  heuristic_   184769.00     253.00    1844.50    66         -      60.1
  scn_hub_medium_P5_R30_seed1        igvnd_wMOV  heuristic_     2194.00     252.00    1942.00     0         -      60.0
  scn_hub_medium_P5_R5_seed1         igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed1         igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed1         igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_tight_P5_R10_seed1         igvnd_wMK   heuristic_     6163.00      60.50     113.00     0         -      60.0
  scn_hub_tight_P5_R10_seed1         igvnd_wDLY  heuristic_    10872.50      62.50     108.00    10         -      60.1
  scn_hub_tight_P5_R10_seed1         igvnd_wMOV  heuristic_      173.50      60.50     113.00     0         -      60.0
  scn_hub_tight_P5_R20_seed1         igvnd_wMK   heuristic_    13311.00     125.50     761.00     0         -      60.1
  scn_hub_tight_P5_R20_seed1         igvnd_wDLY  heuristic_    67178.00     142.00     670.00    36         -      60.0
  scn_hub_tight_P5_R20_seed1         igvnd_wMOV  heuristic_      807.50     129.50     678.00     0         -      60.0
  scn_hub_tight_P5_R30_seed1         igvnd_wMK   heuristic_    26393.50     238.50    2543.50     0         -      60.1
  scn_hub_tight_P5_R30_seed1         igvnd_wDLY  heuristic_   234778.50     228.50    2345.50     0         -      60.1
  scn_hub_tight_P5_R30_seed1         igvnd_wMOV  heuristic_     2217.00     218.50    1998.50     0         -      60.1
  scn_hub_tight_P5_R5_seed1          igvnd_wMK   heuristic_     3004.00      30.00       4.00     0         -      60.0
  scn_hub_tight_P5_R5_seed1          igvnd_wDLY  heuristic_      430.00      30.00       4.00     0         -      60.0
  scn_hub_tight_P5_R5_seed1          igvnd_wMOV  heuristic_       34.00      30.00       4.00     0         -      60.0
  scn_none_tight_P5_R10_seed1        igvnd_wMK   heuristic_     5844.50      57.50      94.50     0         -      60.0
  scn_none_tight_P5_R10_seed1        igvnd_wDLY  heuristic_     9408.50      58.50      93.50     0         -      60.0
  scn_none_tight_P5_R10_seed1        igvnd_wMOV  heuristic_      152.00      58.50      93.50     0         -      60.0
  scn_two_rows_loose_P5_R10_seed1    igvnd_wMK   heuristic_     5867.50      58.50      13.50     4         -      60.0
  scn_two_rows_loose_P5_R10_seed1    igvnd_wDLY  heuristic_      365.50      59.50       3.00     6         -      60.0
  scn_two_rows_loose_P5_R10_seed1    igvnd_wMOV  heuristic_       63.50      59.50       4.00     0         -      60.0
  scn_two_rows_loose_P5_R20_seed1    igvnd_wMK   heuristic_    12705.50     123.50     355.50     0         -      60.0
  scn_two_rows_loose_P5_R20_seed1    igvnd_wDLY  heuristic_    34978.50     128.50     348.50     0         -      60.1
  scn_two_rows_loose_P5_R20_seed1    igvnd_wMOV  heuristic_      471.50     125.50     346.00     0         -      60.0
  scn_two_rows_loose_P5_R30_seed1    igvnd_wMK   heuristic_    23233.50     217.50    1467.50    16         -      60.1
  scn_two_rows_loose_P5_R30_seed1    igvnd_wDLY  heuristic_   134264.50     214.50    1340.50     0         -      60.1
  scn_two_rows_loose_P5_R30_seed1    igvnd_wMOV  heuristic_     1609.50     218.50    1391.00     0         -      60.1
  scn_two_rows_loose_P5_R5_seed1     igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed1     igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed1     igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R10_seed1   igvnd_wMK   heuristic_     5913.00      58.50      57.00     6         -      60.0
  scn_two_rows_medium_P5_R10_seed1   igvnd_wDLY  heuristic_     5665.50      61.50      56.00     4         -      60.0
  scn_two_rows_medium_P5_R10_seed1   igvnd_wMOV  heuristic_      119.00      61.50      57.50     0         -      60.0
  scn_two_rows_medium_P5_R20_seed1   igvnd_wMK   heuristic_    12830.00     122.50     580.00     0         -      60.0
  scn_two_rows_medium_P5_R20_seed1   igvnd_wDLY  heuristic_    49987.50     125.50     498.50    12         -      60.0
  scn_two_rows_medium_P5_R20_seed1   igvnd_wMOV  heuristic_      628.50     122.50     506.00     0         -      60.0
  scn_two_rows_medium_P5_R30_seed1   igvnd_wMK   heuristic_    23388.50     216.50    1738.50     0         -      60.1
  scn_two_rows_medium_P5_R30_seed1   igvnd_wDLY  heuristic_   171174.50     224.50    1709.50     0         -      60.1
  scn_two_rows_medium_P5_R30_seed1   igvnd_wMOV  heuristic_     1919.00     219.50    1699.50     0         -      60.0
  scn_two_rows_medium_P5_R5_seed1    igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed1    igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed1    igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R10_seed1    igvnd_wMK   heuristic_     5954.00      58.50      98.00     6         -      60.0
  scn_two_rows_tight_P5_R10_seed1    igvnd_wDLY  heuristic_     9765.50      61.50      97.00     4         -      60.0
  scn_two_rows_tight_P5_R10_seed1    igvnd_wMOV  heuristic_      160.00      61.50      98.50     0         -      60.0
  scn_two_rows_tight_P5_R20_seed1    igvnd_wMK   heuristic_    12909.50     122.50     655.50     4         -      60.1
  scn_two_rows_tight_P5_R20_seed1    igvnd_wDLY  heuristic_    62549.50     127.50     624.00    22         -      61.4
  scn_two_rows_tight_P5_R20_seed1    igvnd_wMOV  heuristic_      762.50     125.50     637.00     0         -      60.0
  scn_two_rows_tight_P5_R30_seed1    igvnd_wMK   heuristic_    23999.00     218.50    2129.00    20         -      60.1
  scn_two_rows_tight_P5_R30_seed1    igvnd_wDLY  heuristic_   202474.50     224.50    2022.50     0         -      60.0
  scn_two_rows_tight_P5_R30_seed1    igvnd_wMOV  heuristic_     2237.00     220.50    2016.50     0         -      60.1
  scn_two_rows_tight_P5_R5_seed1     igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed1     igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed1     igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_loose_P5_R10_seed2       igvnd_wMK   heuristic_     7071.50      70.50       9.50    12         -      60.0
  scn_chain_loose_P5_R10_seed2       igvnd_wDLY  heuristic_      495.50      77.50       4.00    18         -      60.1
  scn_chain_loose_P5_R10_seed2       igvnd_wMOV  heuristic_      114.00      77.00      37.00     0         -      60.0
  scn_chain_loose_P5_R20_seed2       igvnd_wMK   heuristic_    14016.00     134.00     570.00    46         -      60.0
  scn_chain_loose_P5_R20_seed2       igvnd_wDLY  heuristic_    46344.00     148.00     461.50    46         -      60.0
  scn_chain_loose_P5_R20_seed2       igvnd_wMOV  heuristic_      821.00     151.00     670.00     0         -      60.1
  scn_chain_loose_P5_R30_seed2       igvnd_wMK   heuristic_    25063.00     233.00    1691.00    72         -      60.2
  scn_chain_loose_P5_R30_seed2       igvnd_wDLY  heuristic_   154593.00     227.00    1543.00    66         -      60.2
  scn_chain_loose_P5_R30_seed2       igvnd_wMOV  heuristic_     2224.00     250.00    1974.00     0         -      60.1
  scn_chain_loose_P5_R5_seed2        igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed2        igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed2        igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_medium_P5_R10_seed2      igvnd_wMK   heuristic_     7293.50      72.00      81.50    12         -      60.0
  scn_chain_medium_P5_R10_seed2      igvnd_wDLY  heuristic_     7244.00      76.00      71.50    18         -      60.0
  scn_chain_medium_P5_R10_seed2      igvnd_wMOV  heuristic_      185.00      77.00     108.00     0         -      60.0
  scn_chain_medium_P5_R20_seed2      igvnd_wMK   heuristic_    14200.00     134.50     710.00    40         -      60.0
  scn_chain_medium_P5_R20_seed2      igvnd_wDLY  heuristic_    62988.00     140.00     628.00    48         -      60.0
  scn_chain_medium_P5_R20_seed2      igvnd_wMOV  heuristic_      951.50     157.00     794.50     0         -      60.0
  scn_chain_medium_P5_R30_seed2      igvnd_wMK   heuristic_    25975.50     235.00    2403.50    72         -      60.1
  scn_chain_medium_P5_R30_seed2      igvnd_wDLY  heuristic_   211311.00     305.00    2109.50    56         -      60.2
  scn_chain_medium_P5_R30_seed2      igvnd_wMOV  heuristic_     2584.00     250.00    2334.00     0         -      60.2
  scn_chain_medium_P5_R5_seed2       igvnd_wMK   heuristic_     3701.00      37.00       1.00     0         -      60.0
  scn_chain_medium_P5_R5_seed2       igvnd_wDLY  heuristic_       40.00      38.00       0.00     2         -      60.0
  scn_chain_medium_P5_R5_seed2       igvnd_wMOV  heuristic_       38.00      37.00       1.00     0         -      60.0
  scn_chain_tight_P5_R10_seed2       igvnd_wMK   heuristic_     7293.00      71.50     127.00    16         -      60.0
  scn_chain_tight_P5_R10_seed2       igvnd_wDLY  heuristic_    12442.00      76.00     123.50    16         -      60.0
  scn_chain_tight_P5_R10_seed2       igvnd_wMOV  heuristic_      235.00      77.00     158.00     0         -      60.0
  scn_chain_tight_P5_R20_seed2       igvnd_wMK   heuristic_    14591.50     137.00     865.50    26         -      60.0
  scn_chain_tight_P5_R20_seed2       igvnd_wDLY  heuristic_    74589.00     143.00     744.00    46         -      60.0
  scn_chain_tight_P5_R20_seed2       igvnd_wMOV  heuristic_     1077.00     159.00     918.00     0         -      60.0
  scn_chain_tight_P5_R30_seed2       igvnd_wMK   heuristic_    25953.50     234.00    2483.50    70         -      60.1
  scn_chain_tight_P5_R30_seed2       igvnd_wDLY  heuristic_   221792.00     270.00    2214.50    72         -      60.2
  scn_chain_tight_P5_R30_seed2       igvnd_wMOV  heuristic_     2841.00     250.00    2591.00     0         -      60.1
  scn_chain_tight_P5_R5_seed2        igvnd_wMK   heuristic_     3711.00      37.00       7.00     4         -      60.0
  scn_chain_tight_P5_R5_seed2        igvnd_wDLY  heuristic_      241.00      39.00       2.00     2         -      60.0
  scn_chain_tight_P5_R5_seed2        igvnd_wMOV  heuristic_       53.00      37.00      16.00     0         -      60.0
  scn_hub_loose_P5_R10_seed2         igvnd_wMK   heuristic_     7055.00      70.50       5.00     0         -      60.0
  scn_hub_loose_P5_R10_seed2         igvnd_wDLY  heuristic_      285.50      77.50       2.00     8         -      60.0
  scn_hub_loose_P5_R10_seed2         igvnd_wMOV  heuristic_       75.50      70.50       5.00     0         -      60.1
  scn_hub_loose_P5_R20_seed2         igvnd_wMK   heuristic_    13015.00     126.50     365.00     0         -      60.0
  scn_hub_loose_P5_R20_seed2         igvnd_wDLY  heuristic_    36104.50     148.50     359.00    56         -      60.1
  scn_hub_loose_P5_R20_seed2         igvnd_wMOV  heuristic_      490.00     127.50     362.50     0         -      60.0
  scn_hub_loose_P5_R30_seed2         igvnd_wMK   heuristic_    24279.00     226.00    1619.00    60         -      60.1
  scn_hub_loose_P5_R30_seed2         igvnd_wDLY  heuristic_   148137.00     231.00    1478.50    56         -      60.1
  scn_hub_loose_P5_R30_seed2         igvnd_wMOV  heuristic_     1688.00     238.00    1450.00     0         -      60.3
  scn_hub_loose_P5_R5_seed2          igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed2          igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed2          igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_medium_P5_R10_seed2        igvnd_wMK   heuristic_     7119.00      70.50      69.00     0         -      60.0
  scn_hub_medium_P5_R10_seed2        igvnd_wDLY  heuristic_     6970.50      70.50      69.00     0         -      60.1
  scn_hub_medium_P5_R10_seed2        igvnd_wMOV  heuristic_      139.50      70.50      69.00     0         -      60.0
  scn_hub_medium_P5_R20_seed2        igvnd_wMK   heuristic_    14006.50     133.50     602.50    54         -      60.0
  scn_hub_medium_P5_R20_seed2        igvnd_wDLY  heuristic_    55978.50     128.50     558.50     0         -      60.0
  scn_hub_medium_P5_R20_seed2        igvnd_wMOV  heuristic_      685.00     124.50     560.50     0         -      60.0
  scn_hub_medium_P5_R30_seed2        igvnd_wMK   heuristic_    24625.50     227.00    1925.50     0         -      60.0
  scn_hub_medium_P5_R30_seed2        igvnd_wDLY  heuristic_   173863.50     229.50    1735.50    84         -      60.1
  scn_hub_medium_P5_R30_seed2        igvnd_wMOV  heuristic_     2272.00     224.00    2048.00     0         -      60.3
  scn_hub_medium_P5_R5_seed2         igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed2         igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed2         igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_tight_P5_R10_seed2         igvnd_wMK   heuristic_     7175.00      70.50     123.00     2         -      60.0
  scn_hub_tight_P5_R10_seed2         igvnd_wDLY  heuristic_    12372.50      70.50     123.00     2         -      60.0
  scn_hub_tight_P5_R10_seed2         igvnd_wMOV  heuristic_      194.50      70.50     124.00     0         -      60.0
  scn_hub_tight_P5_R20_seed2         igvnd_wMK   heuristic_    13256.00     125.50     706.00     0         -      60.1
  scn_hub_tight_P5_R20_seed2         igvnd_wDLY  heuristic_    68229.50     129.50     681.00     0         -      60.0
  scn_hub_tight_P5_R20_seed2         igvnd_wMOV  heuristic_      791.50     126.50     665.00     0         -      60.0
  scn_hub_tight_P5_R30_seed2         igvnd_wMK   heuristic_    25164.00     228.00    2298.00    66         -      60.1
  scn_hub_tight_P5_R30_seed2         igvnd_wDLY  heuristic_   212265.50     215.50    2120.50     0         -      60.3
  scn_hub_tight_P5_R30_seed2         igvnd_wMOV  heuristic_     2334.00     216.50    2117.50     0         -      60.1
  scn_hub_tight_P5_R5_seed2          igvnd_wMK   heuristic_     3702.00      37.00       2.00     0         -      60.0
  scn_hub_tight_P5_R5_seed2          igvnd_wDLY  heuristic_      237.00      37.00       2.00     0         -      60.0
  scn_hub_tight_P5_R5_seed2          igvnd_wMOV  heuristic_       39.00      37.00       2.00     0         -      60.0
  scn_none_tight_P5_R10_seed2        igvnd_wMK   heuristic_     6858.50      67.50     108.50     0         -      60.0
  scn_none_tight_P5_R10_seed2        igvnd_wDLY  heuristic_    10917.50      67.50     108.50     0         -      60.0
  scn_none_tight_P5_R10_seed2        igvnd_wMOV  heuristic_      176.00      67.50     108.50     0         -      60.0
  scn_two_rows_loose_P5_R10_seed2    igvnd_wMK   heuristic_     6778.50      67.50      20.50     8         -      60.0
  scn_two_rows_loose_P5_R10_seed2    igvnd_wDLY  heuristic_       71.50      71.50       0.00     0         -      60.0
  scn_two_rows_loose_P5_R10_seed2    igvnd_wMOV  heuristic_       71.50      71.50       0.00     0         -      60.0
  scn_two_rows_loose_P5_R20_seed2    igvnd_wMK   heuristic_    12755.00     123.50     393.00    12         -      60.0
  scn_two_rows_loose_P5_R20_seed2    igvnd_wDLY  heuristic_    32278.50     128.50     321.50     0         -      60.0
  scn_two_rows_loose_P5_R20_seed2    igvnd_wMOV  heuristic_      444.50     124.50     320.00     0         -      60.0
  scn_two_rows_loose_P5_R30_seed2    igvnd_wMK   heuristic_    22970.50     216.50    1320.50     0         -      60.3
  scn_two_rows_loose_P5_R30_seed2    igvnd_wDLY  heuristic_   128368.50     218.50    1281.50     0         -      60.1
  scn_two_rows_loose_P5_R30_seed2    igvnd_wMOV  heuristic_     1574.50     222.50    1352.00     0         -      60.1
  scn_two_rows_loose_P5_R5_seed2     igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed2     igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed2     igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R10_seed2   igvnd_wMK   heuristic_     6826.00      67.50      68.00     8         -      60.0
  scn_two_rows_medium_P5_R10_seed2   igvnd_wDLY  heuristic_     6274.50      70.50      62.00     4         -      60.0
  scn_two_rows_medium_P5_R10_seed2   igvnd_wMOV  heuristic_      137.00      70.50      66.50     0         -      60.0
  scn_two_rows_medium_P5_R20_seed2   igvnd_wMK   heuristic_    12965.50     124.50     515.50     0         -      60.0
  scn_two_rows_medium_P5_R20_seed2   igvnd_wDLY  heuristic_    50179.50     129.50     500.50     0         -      60.0
  scn_two_rows_medium_P5_R20_seed2   igvnd_wMOV  heuristic_      643.50     127.50     516.00     0         -      60.4
  scn_two_rows_medium_P5_R30_seed2   igvnd_wMK   heuristic_    22939.00     213.50    1589.00     0         -      60.1
  scn_two_rows_medium_P5_R30_seed2   igvnd_wDLY  heuristic_   164140.00     220.00    1639.00    20         -      60.3
  scn_two_rows_medium_P5_R30_seed2   igvnd_wMOV  heuristic_     1767.50     209.50    1558.00     0         -      60.1
  scn_two_rows_medium_P5_R5_seed2    igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed2    igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed2    igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R10_seed2    igvnd_wMK   heuristic_     6875.50      67.50     117.50     8         -      60.0
  scn_two_rows_tight_P5_R10_seed2    igvnd_wDLY  heuristic_    11476.50      70.50     114.00     6         -      60.0
  scn_two_rows_tight_P5_R10_seed2    igvnd_wMOV  heuristic_      189.00      70.50     118.50     0         -      60.0
  scn_two_rows_tight_P5_R20_seed2    igvnd_wMK   heuristic_    13028.00     123.50     666.00    12         -      60.0
  scn_two_rows_tight_P5_R20_seed2    igvnd_wDLY  heuristic_    64423.50     123.50     643.00     0         -      60.1
  scn_two_rows_tight_P5_R20_seed2    igvnd_wMOV  heuristic_      768.50     125.50     643.00     0         -      60.0
  scn_two_rows_tight_P5_R30_seed2    igvnd_wMK   heuristic_    23954.50     218.00    2154.50     0         -      60.2
  scn_two_rows_tight_P5_R30_seed2    igvnd_wDLY  heuristic_   193771.50     221.50    1935.50     0         -      60.1
  scn_two_rows_tight_P5_R30_seed2    igvnd_wMOV  heuristic_     2168.50     228.50    1940.00     0         -      60.1
  scn_two_rows_tight_P5_R5_seed2     igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed2     igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed2     igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_loose_P5_R10_seed3       igvnd_wMK   heuristic_     6701.50      66.50      31.50    20         -      60.0
  scn_chain_loose_P5_R10_seed3       igvnd_wDLY  heuristic_      785.50      67.50       7.00    18         -      60.0
  scn_chain_loose_P5_R10_seed3       igvnd_wMOV  heuristic_      125.00      75.00      50.00     0         -      60.0
  scn_chain_loose_P5_R20_seed3       igvnd_wMK   heuristic_    14418.00     138.00     574.00    44         -      60.0
  scn_chain_loose_P5_R20_seed3       igvnd_wDLY  heuristic_    48845.50     145.50     486.50    50         -      60.1
  scn_chain_loose_P5_R20_seed3       igvnd_wMOV  heuristic_      797.00     148.00     649.00     0         -      60.1
  scn_chain_loose_P5_R30_seed3       igvnd_wMK   heuristic_    26402.00     243.50    2000.00    52         -      60.1
  scn_chain_loose_P5_R30_seed3       igvnd_wDLY  heuristic_   165972.00     246.00    1656.50    76         -      60.2
  scn_chain_loose_P5_R30_seed3       igvnd_wMOV  heuristic_     2477.00     259.00    2218.00     0         -      60.0
  scn_chain_loose_P5_R5_seed3        igvnd_wMK   heuristic_     3100.00      31.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed3        igvnd_wDLY  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed3        igvnd_wMOV  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_chain_medium_P5_R10_seed3      igvnd_wMK   heuristic_     6535.50      64.50      71.50    14         -      60.0
  scn_chain_medium_P5_R10_seed3      igvnd_wDLY  heuristic_     6987.00      69.00      69.00    18         -      60.0
  scn_chain_medium_P5_R10_seed3      igvnd_wMOV  heuristic_      190.00      73.00     117.00     0         -      60.0
  scn_chain_medium_P5_R20_seed3      igvnd_wMK   heuristic_    14736.00     139.50     756.00    30         -      60.0
  scn_chain_medium_P5_R20_seed3      igvnd_wDLY  heuristic_    65749.50     147.50     655.50    52         -      60.0
  scn_chain_medium_P5_R20_seed3      igvnd_wMOV  heuristic_      991.00     148.00     843.00     0         -      60.0
  scn_chain_medium_P5_R30_seed3      igvnd_wMK   heuristic_    26348.50     240.50    2218.50    80         -      60.2
  scn_chain_medium_P5_R30_seed3      igvnd_wDLY  heuristic_   206214.00     234.00    2059.00    80         -      60.2
  scn_chain_medium_P5_R30_seed3      igvnd_wMOV  heuristic_     2840.00     259.00    2581.00     0         -      60.1
  scn_chain_medium_P5_R5_seed3       igvnd_wMK   heuristic_     3102.00      31.00       2.00     0         -      60.0
  scn_chain_medium_P5_R5_seed3       igvnd_wDLY  heuristic_       33.00      31.00       0.00     2         -      60.0
  scn_chain_medium_P5_R5_seed3       igvnd_wMOV  heuristic_       33.00      31.00       2.00     0         -      60.0
  scn_chain_tight_P5_R10_seed3       igvnd_wMK   heuristic_     6591.50      64.50     125.50    16         -      60.0
  scn_chain_tight_P5_R10_seed3       igvnd_wDLY  heuristic_    11385.50      71.50     113.00    14         -      60.1
  scn_chain_tight_P5_R10_seed3       igvnd_wMOV  heuristic_      244.00      73.00     171.00     0         -      60.0
  scn_chain_tight_P5_R20_seed3       igvnd_wMK   heuristic_    15094.00     141.50     906.00    38         -      60.0
  scn_chain_tight_P5_R20_seed3       igvnd_wDLY  heuristic_    79595.50     143.50     794.00    52         -      60.0
  scn_chain_tight_P5_R20_seed3       igvnd_wMOV  heuristic_     1125.00     148.00     977.00     0         -      60.1
  scn_chain_tight_P5_R30_seed3       igvnd_wMK   heuristic_    26703.50     242.50    2365.50    88         -      60.2
  scn_chain_tight_P5_R30_seed3       igvnd_wDLY  heuristic_   249825.50     243.50    2495.00    82         -      60.2
  scn_chain_tight_P5_R30_seed3       igvnd_wMOV  heuristic_     3100.00     259.00    2841.00     0         -      60.1
  scn_chain_tight_P5_R5_seed3        igvnd_wMK   heuristic_     3106.00      31.00       4.00     2         -      60.0
  scn_chain_tight_P5_R5_seed3        igvnd_wDLY  heuristic_      337.00      31.00       3.00     6         -      60.0
  scn_chain_tight_P5_R5_seed3        igvnd_wMOV  heuristic_       43.00      31.00      12.00     0         -      60.0
  scn_hub_loose_P5_R10_seed3         igvnd_wMK   heuristic_     6660.00      66.50      10.00     0         -      60.0
  scn_hub_loose_P5_R10_seed3         igvnd_wDLY  heuristic_     1066.50      66.50      10.00     0         -      60.0
  scn_hub_loose_P5_R10_seed3         igvnd_wMOV  heuristic_       76.50      66.50      10.00     0         -      60.0
  scn_hub_loose_P5_R20_seed3         igvnd_wMK   heuristic_    13488.00     130.50     438.00     0         -      60.0
  scn_hub_loose_P5_R20_seed3         igvnd_wDLY  heuristic_    41331.50     131.50     412.00     0         -      60.0
  scn_hub_loose_P5_R20_seed3         igvnd_wMOV  heuristic_      543.00     130.50     412.50     0         -      60.1
  scn_hub_loose_P5_R30_seed3         igvnd_wMK   heuristic_    25038.50     233.50    1622.50    66         -      60.6
  scn_hub_loose_P5_R30_seed3         igvnd_wDLY  heuristic_   146348.00     240.00    1460.50    58         -      60.1
  scn_hub_loose_P5_R30_seed3         igvnd_wMOV  heuristic_     2047.50     237.00    1810.50     0         -      60.1
  scn_hub_loose_P5_R5_seed3          igvnd_wMK   heuristic_     3100.00      31.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed3          igvnd_wDLY  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed3          igvnd_wMOV  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_hub_medium_P5_R10_seed3        igvnd_wMK   heuristic_     6722.50      66.50      72.50     0         -      60.1
  scn_hub_medium_P5_R10_seed3        igvnd_wDLY  heuristic_     6773.50      67.50      67.00     6         -      60.1
  scn_hub_medium_P5_R10_seed3        igvnd_wMOV  heuristic_      139.00      66.50      72.50     0         -      60.0
  scn_hub_medium_P5_R20_seed3        igvnd_wMK   heuristic_    13567.00     129.50     617.00     0         -      60.0
  scn_hub_medium_P5_R20_seed3        igvnd_wDLY  heuristic_    60930.50     130.50     608.00     0         -      60.1
  scn_hub_medium_P5_R20_seed3        igvnd_wMOV  heuristic_      740.50     131.50     609.00     0         -      60.0
  scn_hub_medium_P5_R30_seed3        igvnd_wMK   heuristic_    25425.00     233.00    2061.00    64         -      60.1
